user_id,book_id,rating
15,8901,3
15,4503,4
15,7953,1
15,912,3
15,7376,2
15,1028,4
15,8878,5
15,8937,4
15,5636,5
15,5875,3
16,1841,2
16,9335,2
16,6331,1
16,8304,1
16,7897,3
16,5564,4
16,5106,2
16,6165,1
16,3381,5
16,5568,3
16,406,4
16,5613,3
16,4622,4
16,4428,4
17,3674,1
17,6360,2
17,4010,1
17,4621,5
17,6416,5
17,9345,2
17,4,3
17,7110,3
17,8061,4
17,1180,1
17,4018,2
17,1265,4
17,9456,5
17,6866,5
17,5693,2
17,7263,3
17,8488,5
17,1352,4
17,2331,5
17,3765,3
18,6984,3
18,9111,5
18,3248,3
18,1222,2
18,2450,2
18,4438,5
18,2546,1
18,785,4
18,3183,3
18,851,4
18,7482,2
18,1338,1
18,3743,3
18,1523,1
18,7058,3
19,4984,2
19,4751,2
19,4899,3
19,5708,4
19,4100,4
19,1373,2
19,8585,1
19,5984,4
19,3957,1
19,2264,3
19,4796,2
19,8856,5
19,126,1
20,5025,4
20,4252,4
20,1777,4
20,5559,1
20,6704,1
20,2162,5
20,4881,5
20,8539,4
20,690,4
20,9035,5
20,678,5
20,6029,5
20,198,3
20,475,4
20,5202,3
20,7821,1
20,8105,5
20,5939,1
20,4704,3
20,2201,1
20,3225,3
20,6711,1
20,7693,2
20,9606,3
20,5057,1
20,9253,3
21,3495,4
21,4843,2
21,8976,4
21,2672,1
21,5767,5
21,10000,5
21,4126,5
21,3959,2
21,8955,5
21,1330,5
21,69,1
22,9870,5
22,2052,2
22,9820,4
22,2724,3
22,128,5
22,6197,4
22,9373,2
22,8492,4
22,2710,3
22,113,3
23,2403,1
23,8376,5
23,7629,2
23,7989,2
23,2740,3
23,9821,2
23,9342,1
23,4719,5
23,8146,5
23,4944,2
23,8030,2
23,2521,3
23,9019,2
23,6238,3
23,1994,5
23,7076,4
24,373,2
24,3949,5
24,8826,2
24,9476,4
24,6751,2
24,7538,1
24,7860,1
24,6949,5
24,8046,1
24,1569,2
24,8197,1
24,5858,4
24,3898,4
24,9416,4
24,3863,4
24,4471,5
24,3251,1
24,8520,3
24,796,5
24,5658,3
24,8274,5
24,4698,3
25,2036,4
25,5306,1
25,273,3
25,4209,4
25,8573,1
25,4943,2
25,2099,1
25,1957,1
25,8570,3
25,9732,3
25,3314,3
25,1278,2
25,3594,1
25,5994,5
25,4097,2
25,2806,4
25,3207,1
25,4353,5
25,5490,5
25,3683,3
25,5234,1
25,9965,5
25,7669,1
25,2086,2
25,3428,4
25,6376,2
25,9753,2
25,1060,5
25,3221,2
26,5177,1
26,5821,4
26,7507,3
26,1350,4
26,5438,5
26,4710,4
26,5844,1
26,4807,5
26,5120,4
26,5698,3
26,2980,4
26,8538,4
26,6580,2
26,7556,5
26,2198,4
26,8623,3
26,7959,2
26,5463,5
26,8739,1
26,872,1
26,3446,4
26,6915,3
26,2447,4
26,9973,3
26,7096,3
26,5208,4
26,5662,3
26,9935,1
26,23,5
27,2017,2
27,3854,3
27,1483,3
27,6538,3
27,2591,4
27,9250,4
27,7528,5
27,4243,1
27,7881,3
27,9530,2
27,8158,5
28,3283,5
28,6258,3
28,7598,3
28,5534,3
28,9341,4
28,24,5
28,4493,4
28,5131,1
28,7634,5
28,4130,2
28,1290,5
28,4976,3
28,1088,4
28,5137,4
28,2376,4
28,9255,5
29,390,5
29,7785,3
29,4843,4
29,6948,4
29,3932,1
29,9773,1
29,9160,5
29,9486,3
29,6293,1
29,2991,3
29,4987,5
29,5271,4
29,4517,1
29,6157,5
29,8612,3
29,7488,3
29,6627,2
29,7329,3
29,6623,3
30,8815,3
30,5736,4
30,2859,1
30,3893,5
30,6148,2
30,8421,2
30,4152,4
30,2947,2
30,3366,3
30,4640,2
30,1102,3
30,3846,3
30,8392,3
30,8950,2
30,1186,2
30,4986,2
30,7278,1
30,2558,3
30,4519,5
31,3515,4
31,1385,2
31,5709,1
31,2691,5
31,989,5
31,7697,4
31,7341,2
31,749,4
31,5593,2
31,5545,2
31,2635,5
31,5116,3
31,8660,4
31,2741,4
31,1813,4
31,722,3
31,631,1
31,2266,4
31,4403,1
31,5607,5
31,6057,2
32,4153,3
32,9711,3
32,4089,2
32,4762,4
32,833,3
32,5291,1
32,8769,1
32,6365,4
32,1763,2
32,3812,4
32,7586,5
32,4380,4
32,7845,5
32,4171,1
32,6807,4
33,4594,3
33,5628,1
33,2107,3
33,9283,5
33,768,2
33,1483,5
33,6844,1
33,9717,4
33,1703,4
33,1993,2
33,4392,4
33,8313,1
33,77,4
33,4010,4
33,1308,1
33,3791,1
33,186,4
33,2854,1
33,1747,3
34,1633,1
34,8915,2
34,5409,2
34,8104,3
34,1152,2
34,9522,2
34,4499,5
34,7322,4
34,9077,3
34,1112,2
34,9820,3
34,9697,1
34,9831,1
34,1948,4
34,5209,5
34,1789,4
34,3555,4
34,5952,3
34,6501,3
34,3215,2
34,9806,1
35,5648,3
35,7369,4
35,2208,4
35,6142,3
35,5373,5
35,6465,2
35,1606,5
35,8324,5
35,9483,1
35,697,5
35,1504,3
35,2699,2
35,7803,2
35,602,5
35,3401,2
35,377,2
35,4112,5
35,7197,1
35,3109,1
35,2077,4
35,1738,2
35,3977,1
35,4059,5
35,2911,2
35,3751,2
35,2534,4
36,2414,4
36,4369,1
36,7079,4
36,3712,3
36,8113,5
36,4846,5
36,5346,1
36,3088,4
36,9259,3
36,5950,4
36,723,4
36,6917,3
36,7795,4
36,6266,2
36,6557,2
36,2837,2
36,4025,1
36,5455,5
36,3315,1
36,3699,1
36,1775,5
36,7222,1
37,3574,4
37,9029,1
37,1987,3
37,7288,4
37,4135,4
37,2860,1
37,404,3
37,4755,4
37,3988,4
37,1335,1
37,5373,1
37,6599,3
37,8581,5
37,9131,3
37,1485,5
37,4564,2
37,1319,4
37,663,5
37,8195,1
37,4284,5
37,7219,1
37,3003,4
37,5490,2
37,1420,4
37,3276,1
38,7183,5
38,4991,4
38,829,3
38,7365,2
38,1960,5
38,8361,1
38,8563,5
38,7401,3
38,1584,5
38,191,5
38,7866,2
38,1490,4
38,2238,2
38,2288,1
38,9512,5
39,8170,4
39,7318,4
39,223,4
39,2838,5
39,1694,3
39,211,4
39,169,1
39,6490,4
39,3943,4
39,2188,2
39,2489,1
39,3197,3
39,6162,1
39,7074,5
39,8983,4
39,7425,3
39,702,5
39,8921,5
39,1349,3
39,1148,1
39,3855,4
39,6007,5
40,3314,3
40,781,3
40,300,5
40,4007,3
40,4971,4
40,9708,3
40,4995,3
40,8804,2
40,6203,3
40,6947,2
40,9731,5
41,794,2
41,9112,1
41,3136,4
41,9410,5
41,8069,4
41,5509,2
41,7054,5
41,7215,2
41,801,3
41,3376,1
41,6832,2
41,3514,5
42,1641,4
42,5325,3
42,743,2
42,4681,2
42,9864,2
42,8439,2
42,969,4
42,3627,5
42,1193,4
42,2759,4
42,6055,1
42,115,3
42,405,3
42,4381,2
42,7785,4
42,588,2
42,2868,1
43,1468,3
43,1138,5
43,9265,1
43,4154,3
43,8090,3
43,2779,5
43,6800,2
43,5359,5
43,3484,3
43,5298,5
44,2038,2
44,9782,2
44,4782,2
44,4742,3
44,6416,4
44,9661,5
44,69,2
44,4430,4
44,3977,5
44,3225,2
44,5521,5
44,1282,1
44,9138,3
44,904,1
44,6666,3
44,8818,1
44,9290,1
44,1071,5
44,1833,5
44,389,5
44,8833,2
44,704,3
44,7243,2
44,6238,1
44,7727,4
44,3096,3
44,9730,2
44,7994,4
44,6381,1
45,1551,1
45,9407,3
45,7130,2
45,4502,4
45,1681,1
45,3209,1
45,103,4
45,5506,2
45,3420,3
45,6042,4
45,3464,4
45,7968,5
45,2962,2
45,3941,2
46,3197,1
46,163,3
46,7718,5
46,8802,3
46,9932,1
46,6580,4
46,5804,4
46,7036,3
46,4578,5
46,1945,2
46,4820,3
46,9527,1
46,9528,3
46,2154,2
46,2917,5
46,2447,3
46,1099,1
46,9963,4
46,334,1
46,2438,4
46,2864,1
46,851,1
46,7830,2
46,1463,1
47,4304,5
47,4436,5
47,1723,5
47,2103,3
47,6688,5
47,8217,4
47,4587,5
47,708,3
47,3051,5
47,134,5
47,4820,2
47,2817,5
47,4156,2
47,6434,4
47,62,1
47,4060,5
47,3962,3
47,3165,1
47,3031,3
47,1973,5
47,6601,4
47,1124,2
47,6590,3
47,1978,5
47,4260,1
47,1322,2
47,4086,2
47,6070,4
48,1358,4
48,6434,4
48,7010,4
48,1556,3
48,8136,3
48,8673,1
48,6813,4
48,9984,2
48,7729,3
48,42,2
48,5166,3
48,6344,5
48,7415,1
48,2342,4
48,5401,1
48,8909,2
48,541,1
48,347,5
48,5021,5
48,6830,3
48,7238,2
48,6107,5
48,6235,2
48,1785,1
48,9238,1
48,3005,5
48,9106,2
49,4979,4
49,4908,5
49,7609,1
49,5610,5
49,1985,3
49,6966,5
49,1778,5
49,2325,5
49,1965,4
49,8978,1
50,2283,2
50,4649,3
50,5186,1
50,3539,5
50,4329,2
50,1860,1
50,4820,5
50,2835,1
50,5343,5
50,1783,5
50,9967,2
50,1628,2
50,4486,3
50,7463,4
50,149,1
50,1178,1
50,8051,2
50,6698,3
50,8343,3
50,154,5
50,698,5
51,3852,2
51,6507,1
51,8672,2
51,9343,1
51,5756,1
51,2072,3
51,5581,4
51,2900,2
51,8248,3
51,6088,2
52,1630,5
52,5838,2
52,1449,1
52,8551,5
52,5186,2
52,6333,4
52,81,5
52,9509,3
52,7789,2
52,2836,4
52,3411,2
52,2177,3
52,8270,3
52,141,5
52,1206,1
52,5690,2
52,3736,5
52,7477,4
52,5553,3
52,4145,3
52,7931,3
52,361,2
52,2071,5
52,3452,4
53,9392,4
53,5220,1
53,9717,3
53,9810,5
53,1801,3
53,8513,3
53,5240,2
53,3742,3
53,4263,3
53,3285,5
53,8479,1
54,1206,1
54,3470,5
54,9560,3
54,8388,5
54,6692,5
54,5138,1
54,9141,5
54,8411,4
54,5452,4
54,7806,1
54,4926,5
54,2013,5
54,1292,5
54,2210,2
54,3734,2
54,9085,1
54,6506,3
54,8611,5
54,4423,4
54,3653,3
54,9949,5
54,9481,5
55,8624,3
55,1513,2
55,4869,2
55,6560,4
55,9475,5
55,3081,5
55,3171,5
55,9726,4
55,3665,3
55,9349,2
55,7407,4
55,7792,1
55,8707,4
55,8885,2
55,559,5
55,2545,1
55,226,2
55,1526,1
55,7074,5
55,5140,2
55,110,5
55,8816,4
55,8025,4
55,6077,3
55,112,1
56,552,1
56,1651,4
56,1991,2
56,4404,2
56,5051,2
56,4094,3
56,4279,4
56,4990,5
56,6433,4
56,8717,5
56,2977,2
56,7327,4
56,4177,3
56,2634,3
56,4586,3
56,7202,5
56,1244,3
56,2379,4
56,8464,4
56,745,4
56,7804,1
56,2610,3
56,2047,4
57,8265,5
57,6525,1
57,3036,5
57,6532,3
57,7643,3
57,588,3
57,6731,3
57,9962,4
57,6946,3
57,2906,3
57,2919,4
57,5296,5
57,4904,4
57,1762,4
57,321,3
57,6141,3
57,5060,4
57,1278,5
57,8215,1
57,7714,4
57,9288,4
57,7798,1
57,5484,3
57,7267,4
57,2791,1
57,6522,1
57,1668,2
58,7674,1
58,6673,5
58,5794,1
58,5849,4
58,2241,4
58,5564,3
58,7058,2
58,1538,2
58,2647,3
58,6914,4
58,2176,2
58,4674,3
58,5761,2
58,3677,5
58,543,5
58,5113,2
58,7641,2
58,3992,1
58,3801,3
58,9674,4
58,4886,1
58,4865,1
58,8487,4
58,5838,3
58,1574,3
58,7485,2
58,1440,2
58,9854,4
58,4384,1
59,2707,3
59,6735,5
59,5216,5
59,2917,5
59,8541,1
59,1291,5
59,8147,4
59,5775,5
59,7403,3
59,1194,3
59,414,3
59,2992,5
59,516,5
59,2881,2
59,8419,1
59,4837,1
59,1423,1
59,6854,2
59,4205,3
59,2349,5
59,2492,1
59,1024,2
59,4735,5
60,5384,5
60,3749,5
60,1171,3
60,7972,4
60,173,5
60,503,5
60,3317,3
60,1797,2
60,1350,5
60,594,5
60,7070,5
60,8836,1
60,704,4
60,5578,5
60,2040,3
60,1149,3
60,1875,5
60,6288,1
61,8683,3
61,8271,4
61,5644,4
61,3357,5
61,5306,5
61,741,4
61,8788,5
61,5554,3
61,6312,3
61,9319,1
61,3176,3
61,3995,2
61,7423,5
61,7276,1
61,4182,4
61,1061,4
61,8943,2
61,2406,5
62,3899,5
62,6972,2
62,8089,2
62,7656,4
62,5186,5
62,6348,4
62,6367,4
62,8023,3
62,906,5
62,4507,2
62,7654,3
62,921,5
62,8883,1
62,5565,3
62,4684,5
62,8241,5
62,593,2
62,5906,5
62,300,2
62,7611,4
62,3347,2
62,7900,2
62,6946,4
62,5152,3
62,8343,2
62,1071,2
62,1233,1
62,6166,5
63,1571,4
63,4379,3
63,5090,4
63,3639,3
63,5853,3
63,4084,3
63,5655,2
63,5097,5
63,3484,2
63,8130,3
63,3968,4
63,8452,3
63,8661,3
63,3644,1
63,6916,1
63,3457,2
63,5897,1
64,1944,3
64,1669,3
64,5363,2
64,432,2
64,1471,2
64,8568,3
64,7779,1
64,4604,5
64,4892,2
64,1882,3
64,4429,4
64,4666,1
64,2795,2
64,1240,4
65,6253,1
65,4271,4
65,4988,5
65,8506,2
65,7139,1
65,1115,3
65,5788,3
65,6531,3
65,4452,2
65,6654,4
65,233,1
65,7822,3
65,5030,1
65,151,4
65,2126,3
65,5028,3
65,4043,5
65,3906,4
65,2003,5
65,5476,3
65,6093,5
65,3192,4
65,1960,1
66,6921,3
66,5484,2
66,8398,2
66,550,2
66,6837,5
66,6969,5
66,6188,2
66,1358,4
66,6654,5
66,1798,2
66,2675,4
66,6683,1
66,8393,3
66,975,4
66,5367,5
66,1032,2
66,4484,5
66,5714,3
66,5959,5
67,5349,4
67,777,5
67,2957,4
67,4008,2
67,6017,3
67,1165,4
67,8815,1
67,9214,1
67,383,1
67,1115,3
67,5495,5
67,5148,3
67,3429,1
67,882,1
67,4055,4
67,2710,3
67,1184,3
67,5855,5
68,9330,4
68,9972,1
68,3313,1
68,5954,2
68,4060,1
68,139,3
68,6643,5
68,1923,1
68,5110,1
68,5898,1
68,79,4
68,1485,5
68,1652,5
68,7606,3
68,5042,5
68,4184,5
68,10,5
68,5652,4
68,8209,1
68,5083,1
68,7253,5
68,3980,3
68,4348,4
68,8644,4
68,4669,4
68,2874,5
68,1575,2
69,8623,2
69,6427,4
69,3458,2
69,7825,5
69,742,3
69,5023,1
69,6229,3
69,9514,4
69,4844,4
69,9513,1
69,3796,1
69,9933,1
69,7038,3
69,8616,3
69,5460,4
69,6726,5
69,3058,5
69,3132,5
69,1533,3
69,9578,4
69,6079,2
69,1342,3
69,8981,1
69,6826,1
69,2109,1
69,6496,2
69,2186,1
69,2063,2
70,5692,5
70,6930,2
70,1563,1
70,1608,2
70,9057,4
70,7277,3
70,1610,3
70,6547,2
70,5726,1
70,915,3
70,620,3
70,2348,5
71,209,4
71,123,5
71,8429,2
71,9992,4
71,1701,1
71,6594,1
71,7810,3
71,2048,2
71,467,2
71,3263,3
71,1137,1
71,358,5
71,5469,5
71,9707,2
72,2753,1
72,7237,5
72,8350,2
72,8078,1
72,4076,3
72,3767,3
72,8726,1
72,3485,3
72,3975,4
72,8412,3
72,1737,3
72,9984,3
72,4286,4
72,5369,3
72,856,5
72,1915,2
72,7157,2
72,504,2
73,4205,2
73,1830,3
73,270,2
73,9278,2
73,1047,1
73,6586,1
73,3428,4
73,2540,1
73,5903,2
73,817,1
73,7223,4
73,1941,5
73,839,3
73,6349,3
73,6880,5
73,6999,4
73,2285,1
73,647,4
73,3416,2
73,116,5
73,350,1
73,8495,2
73,90,1
73,8789,4
73,7473,4
73,5079,5
73,9770,3
74,9350,3
74,4274,1
74,2301,5
74,3856,4
74,4655,2
74,9175,5
74,4066,1
74,8342,2
74,9596,1
74,8479,4
74,4592,5
74,5294,4
75,6636,5
75,8969,3
75,313,1
75,9966,2
75,1132,5
75,8843,2
75,3166,4
75,7564,2
75,3543,5
75,1659,2
75,6485,5
75,8187,5
75,6558,5
75,3181,3
75,5507,4
75,6216,5
75,9481,5
75,4575,1
76,5032,3
76,9599,2
76,6072,5
76,1851,3
76,3528,3
76,3760,1
76,7650,2
76,212,2
76,6934,4
76,4814,5
76,3345,2
76,2101,4
76,6270,3
76,631,3
77,2508,4
77,2121,2
77,4628,5
77,1010,1
77,6795,2
77,6823,3
77,6102,3
77,851,3
77,674,5
77,6210,5
77,6575,4
77,2578,2
77,5155,1
77,2304,3
77,7541,5
77,2175,3
77,2758,5
77,3858,2
77,1820,2
77,1913,1
77,5061,3
77,334,3
77,9843,4
77,5380,2
78,5276,4
78,672,5
78,4219,1
78,712,1
78,159,4
78,3960,3
78,583,5
78,6779,4
78,2891,5
78,5879,3
78,1990,2
78,1564,2
78,9123,2
78,1835,3
78,2656,1
78,4814,3
78,2527,5
79,2394,2
79,4975,5
79,2897,2
79,8767,2
79,116,3
79,9482,3
79,3872,1
79,3366,3
79,4524,1
79,2549,3
80,7937,2
80,8241,2
80,4835,4
80,6643,3
80,6563,4
80,4045,2
80,2632,2
80,7990,1
80,1169,1
80,9478,3
80,8761,5
80,6118,2
80,7685,4
80,4429,5
80,9580,4
80,8744,1
80,7638,2
80,7916,3
80,3889,4
80,714,4
80,1945,3
80,2669,4
80,348,4
80,5660,5
80,3434,1
80,2575,2
80,2371,3
80,2050,3
81,9248,5
81,9070,5
81,8202,3
81,5471,5
81,9857,3
81,9870,3
81,8254,1
81,9300,5
81,1179,5
81,503,4
81,5656,5
81,6373,2
81,2291,2
81,3253,4
81,1682,3
81,5459,5
81,9959,4
81,872,5
81,234,2
81,5524,1
81,8012,2
81,7523,4
81,5137,3
81,5466,5
81,1551,2
81,2041,5
81,3492,3
81,1952,3
81,4844,2
82,5955,2
82,605,1
82,5858,2
82,1131,4
82,4865,5
82,3180,2
82,8924,3
82,3084,3
82,4764,5
82,7404,3
82,9225,3
82,6138,5
82,5829,3
82,820,5
82,870,4
82,3981,4
82,6537,5
82,6385,2
82,9423,5
82,325,3
82,5926,3
82,9701,1
82,1684,3
82,1200,1
82,3390,2
82,1728,5
83,8030,2
83,6436,1
83,1312,2
83,1316,1
83,3585,1
83,7870,2
83,8269,1
83,157,4
83,9701,1
83,7405,2
83,8167,1
83,1731,3
83,9010,5
83,2594,4
83,365,3
83,2850,2
83,4001,1
83,2807,1
84,9893,1
84,8528,4
84,2744,2
84,4781,5
84,1607,3
84,6854,2
84,2828,3
84,2892,3
84,6771,2
84,9835,1
84,4794,4
84,6526,1
84,1642,5
84,4299,1
84,9262,5
84,4181,1
84,6703,2
84,3813,2
84,5047,2
84,4175,2
84,7245,1
84,8922,1
84,9081,1
84,4186,2
84,1393,1
84,8819,2
85,905,1
85,4876,2
85,8205,3
85,8564,4
85,6976,4
85,1202,1
85,2515,5
85,9971,5
85,5711,2
85,9012,3
85,9644,1
85,6125,3
85,5034,4
85,1800,1
85,2197,3
85,3307,2
85,206,2
85,6964,3
85,4075,3
85,1559,4
85,1110,4
85,1589,5
85,164,5
85,3017,4
85,4642,3
85,4280,2
85,2651,2
86,5193,5
86,3511,4
86,6338,1
86,5176,5
86,5075,2
86,2310,4
86,2845,5
86,1509,3
86,4879,4
86,1438,4
86,9902,2
86,4947,1
86,8976,1
86,2473,2
86,8131,2
86,3464,2
86,2247,5
87,6077,2
87,1603,5
87,5144,4
87,3425,3
87,4840,2
87,7877,2
87,8193,2
87,7399,3
87,7085,2
87,7679,4
87,9528,2
87,62,1
87,1737,2
88,5076,2
88,8664,4
88,939,4
88,3120,5
88,1374,2
88,8506,5
88,3322,4
88,2618,3
88,2858,2
88,248,5
88,7400,5
88,5895,4
88,5980,3
88,1663,5
88,8779,5
88,5163,4
88,2619,3
89,3671,2
89,277,2
89,8345,1
89,9267,1
89,1023,5
89,64,2
89,5616,5
89,3003,2
89,8228,1
89,9999,3
89,4454,5
90,6870,2
90,7322,3
90,705,1
90,3317,2
90,752,4
90,3655,2
90,9461,5
90,8764,2
90,7503,2
90,5117,3
90,5667,4
90,9717,2
90,1275,4
90,335,4
90,449,2
90,9612,1
90,5000,4
90,4569,4
90,622,1
90,5410,4
90,1220,3
90,5602,4
90,8384,3
90,1490,2
90,4886,1
90,2297,4
90,3722,3
90,1183,5
91,9857,3
91,2645,5
91,6300,5
91,7029,5
91,9909,3
91,6687,5
91,3018,4
91,9893,2
91,4837,2
91,1982,5
91,6930,2
91,642,2
91,4719,1
91,6783,4
91,5281,1
91,793,4
91,2944,2
91,1336,1
91,3117,5
91,4667,1
91,4485,2
91,5881,4
91,4008,2
91,435,2
91,3208,3
91,4240,2
92,7197,3
92,3706,3
92,4038,3
92,2867,3
92,5449,5
92,285,4
92,8174,1
92,1531,1
92,3896,1
92,8549,5
92,3094,2
92,284,3
92,4176,1
92,1325,5
92,5385,1
93,6840,4
93,5107,4
93,4488,5
93,5884,3
93,1050,3
93,8519,2
93,5070,1
93,8306,1
93,6050,4
93,6043,2
93,110,4
93,5048,3
93,3943,3
93,6241,2
94,9823,2
94,3226,1
94,8591,5
94,9237,3
94,7985,3
94,524,5
94,5670,3
94,7803,3
94,3027,3
94,2668,1
94,4500,4
94,3520,4
94,7062,1
94,2881,2
94,8327,4
94,9565,3
94,6660,2
94,7435,2
94,2886,4
94,7492,1
94,3035,2
94,5907,5
94,3626,1
94,7483,4
94,4778,5
94,4370,1
94,7273,1
95,5510,4
95,9448,5
95,3399,5
95,6250,2
95,3458,2
95,6741,2
95,492,5
95,9355,2
95,6852,5
95,2000,1
95,6802,3
95,7581,2
95,1035,1
95,422,3
95,4428,2
95,8697,4
96,322,1
96,6466,1
96,2930,3
96,8369,2
96,672,4
96,5902,3
96,6539,1
96,6051,5
96,3275,1
96,7083,3
96,5708,3
96,8920,3
96,8060,5
96,4267,2
96,8893,4
96,9414,2
96,1852,3
97,8865,4
97,1533,4
97,4015,1
97,3980,2
97,579,3
97,4474,4
97,9145,5
97,152,5
97,8422,4
97,397,5
97,9522,4
97,7611,3
97,2313,2
97,2310,3
97,1841,4
97,2046,2
97,3103,5
97,4018,3
97,6244,4
97,9805,5
97,2874,4
98,7985,2
98,9584,4
98,1955,4
98,4906,3
98,7530,1
98,9967,1
98,2648,5
98,8565,2
98,4306,4
98,7154,5
98,4581,3
98,996,3
98,5063,4
98,5282,5
98,6990,4
98,9013,3
98,5303,2
98,1097,3
98,7208,3
99,9553,2
99,1662,1
99,2090,2
99,6234,2
99,8297,1
99,4068,3
99,6004,3
99,5846,3
99,4727,3
99,463,3
99,2553,3
99,8249,5
99,4290,1
99,28,3
99,5180,2
99,1643,1
99,3324,1
99,8102,2
99,9095,1
99,5864,3
99,763,2
99,1622,2
99,4902,4
99,1327,5
99,4992,1
99,4640,3
99,1912,1
100,7618,1
100,9975,2
100,6865,5
100,8524,1
100,3485,2
100,3922,2
100,4393,5
100,1784,3
100,5356,4
100,3357,3
100,3065,2
100,8050,4
100,5137,4
100,2769,5
100,6421,3
100,3347,4
100,7811,5
100,32,5
100,4048,1
100,6297,2
100,6141,5
100,4176,5
100,5176,4
100,257,2
100,8486,2
100,2367,3
101,5619,1
101,5985,4
101,1121,3
101,7087,3
101,3451,3
101,1912,1
101,2426,2
101,7495,1
101,9909,3
101,5145,4
101,7133,4
101,499,5
101,4264,3
101,5121,5
101,2440,5
101,2809,5
102,5263,1
102,3266,2
102,948,4
102,9399,1
102,8049,5
102,7778,3
102,5077,5
102,5068,1
102,9033,5
102,62,2
102,4685,2
102,3140,2
102,4876,4
102,5407,2
102,7059,1
102,8480,1
102,187,3
102,8887,1
102,6998,3
102,3093,2
102,7917,5
102,5111,2
102,3729,3
102,843,1
102,9485,4
102,4158,1
102,7182,2
102,2301,4
102,2961,4
103,3107,1
103,4700,3
103,4808,5
103,2443,4
103,319,5
103,6068,1
103,2300,1
103,9481,2
103,8351,1
103,9780,4
103,4133,3
